date,AQI,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Precipitation,Next_Day_AQI
2023-01-12,80.29166666666667,24.604166666666668,77.04166666666667,17.108333333333334,18.670833333333334,348.0416666666667,68.5,18.054166666666667,28.583333333333332,0.0,82.29166666666667
2023-01-13,82.29166666666667,33.55833333333333,62.78333333333333,30.291666666666668,28.53333333333333,615.6666666666666,81.54166666666667,15.1875,17.916666666666668,0.0,99.125
2023-01-14,99.125,27.587500000000002,46.44583333333333,32.75833333333333,23.483333333333334,589.8333333333334,68.83333333333333,15.329166666666666,28.833333333333332,0.0,93.83333333333333
2023-01-15,93.83333333333333,42.52916666666667,67.01666666666667,32.84166666666667,38.62916666666667,765.375,85.95833333333333,14.870833333333332,43.708333333333336,0.0,135.75
2023-01-16,135.75,60.375,96.44166666666666,35.28333333333333,60.395833333333336,738.2916666666666,76.83333333333333,16.441666666666666,54.708333333333336,0.0,158.16666666666666
2023-01-17,158.16666666666666,79.125,117.58333333333333,47.27916666666667,59.92916666666667,1056.25,93.125,17.029166666666665,37.208333333333336,0.0,174.83333333333334
2023-01-18,174.83333333333334,101.02083333333333,147.65833333333333,78.41666666666667,57.199999999999996,1448.25,63.416666666666664,17.716666666666665,40.041666666666664,0.0,177.58333333333334
2023-01-19,177.58333333333334,66.89999999999999,99.22500000000001,42.229166666666664,31.020833333333332,839.875,77.25,18.466666666666665,34.5,0.0,145.58333333333334
2023-01-20,145.58333333333334,54.833333333333336,83.5125,22.59166666666667,30.833333333333332,676.2083333333334,109.08333333333333,17.620833333333334,46.916666666666664,0.0,147.875
2023-01-21,147.875,48.166666666666664,72.61666666666666,25.599999999999998,36.1625,678.625,96.41666666666667,17.212500000000002,50.25,0.0,132.58333333333334
2023-01-22,132.58333333333334,50.041666666666664,75.94583333333334,37.97083333333333,45.26666666666667,862.1666666666666,84.45833333333333,16.558333333333334,48.291666666666664,0.0,118.04166666666667
2023-01-23,118.04166666666667,34.68333333333333,53.49583333333334,33.25,32.108333333333334,722.4583333333334,71.125,16.533333333333335,32.541666666666664,0.0,118.54166666666667
2023-01-24,118.54166666666667,50.550000000000004,78.99166666666666,41.46666666666667,40.208333333333336,869.5,82.83333333333333,15.0625,40.916666666666664,0.0,113.33333333333333
2023-01-25,113.33333333333333,41.329166666666666,69.38333333333334,37.68333333333333,39.637499999999996,718.0833333333334,80.70833333333333,14.841666666666667,43.208333333333336,0.0,114.29166666666667
2023-01-26,114.29166666666667,31.708333333333332,49.2875,24.670833333333334,31.083333333333332,483.7083333333333,82.625,16.3875,29.333333333333332,0.0,92.16666666666667
2023-01-27,92.16666666666667,34.92916666666667,51.979166666666664,17.6875,25.28333333333333,452.7083333333333,104.54166666666667,17.366666666666667,26.041666666666668,0.0,104.75
2023-01-28,104.75,44.30416666666667,65.15833333333333,32.604166666666664,27.620833333333334,626.125,96.25,18.075,24.25,0.0,133.20833333333334
2023-01-29,133.20833333333334,38.5625,57.925000000000004,40.8125,33.762499999999996,743.5833333333334,75.25,17.379166666666666,42.666666666666664,0.0,102.04166666666667
2023-01-30,102.04166666666667,58.92916666666667,91.62083333333334,49.854166666666664,49.34166666666667,1110.1666666666667,91.66666666666667,18.166666666666668,49.125,0.0,157.66666666666666
2023-01-31,157.66666666666666,53.96666666666667,81.39999999999999,28.75,29.454166666666666,655.3333333333334,89.75,19.379166666666666,36.333333333333336,0.0,145.95833333333334
2023-02-01,145.95833333333334,51.395833333333336,75.91666666666667,33.05833333333333,35.69166666666667,823.5,107.33333333333333,19.516666666666666,39.958333333333336,0.0,157.0
2023-02-02,157.0,98.33749999999999,142.32500000000002,74.8125,77.63333333333334,1881.1666666666667,138.79166666666666,18.895833333333332,46.625,0.0,182.625
2023-02-03,182.625,87.45833333333333,126.53333333333335,97.50416666666666,73.47916666666667,1975.0416666666667,83.83333333333333,18.695833333333333,52.625,0.0,175.5
2023-02-04,175.5,68.09166666666667,103.47083333333335,57.5,48.82916666666666,1397.375,115.125,19.333333333333332,82.25,0.0,141.125
2023-02-05,141.125,35.770833333333336,63.26666666666667,29.349999999999998,24.583333333333332,715.75,79.45833333333333,21.416666666666668,82.875,0.0,126.33333333333333
2023-02-06,126.33333333333333,53.487500000000004,98.49583333333334,33.775,28.462500000000002,819.3333333333334,124.66666666666667,22.854166666666668,70.45833333333333,0.0,199.91666666666666
2023-02-07,199.91666666666666,115.6875,179.6208333333333,72.40416666666667,54.36666666666667,1715.9166666666667,149.83333333333334,20.337500000000002,74.45833333333333,0.0,166.25
